-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
1
1
1
1
1
1
1
1
1
1
-0,1398607
-0,1398607
-0,1398607
-0,1398607
-0,1398607
-0,1398607
-0,1398607
-0,1398607
-0,1398607
-0,1398607
-0,2121244
-0,2121244
-0,2121244
-0,2121244
-0,2121244
-0,2121244
-0,2121244
-0,2121244
-0,2121244
-0,2121244
0,7689133
0,7689133
0,7689133
0,7689133
0,7689133
0,7689133
0,7689133
0,7689133
0,7689133
0,7689133
0,254552
0,254552
0,254552
0,254552
0,254552
0,254552
0,254552
0,254552
0,254552
0,254552
0,7756931
0,7756931
0,7756931
0,7756931
0,7756931
0,7756931
0,7756931
0,7756931
0,7756931
0,7756931
0,2691306
0,2691306
0,2691306
0,2691306
0,2691306
0,2691306
0,2691306
0,2691306
0,2691306
0,2691306
-0,4148367
-0,4148367
-0,4148367
-0,4148367
-0,4148367
-0,4148367
-0,4148367
-0,4148367
-0,4148367
-0,4148367
-0,5082979
-0,5082979
-0,5082979
-0,5082979
-0,5082979
-0,5082979
-0,5082979
-0,5082979
-0,5082979
-0,5082979
-0,1816242
-0,1816242
-0,1816242
-0,1816242
-0,1816242
-0,1816242
-0,1816242
-0,1816242
-0,1816242
-0,1816242
0,001559362
0,001559362
0,001559362
0,001559362
0,001559362
0,001559362
0,001559362
0,001559362
0,001559362
0,001559362
0,3434741
0,3434741
0,3434741
0,3434741
0,3434741
0,3434741
0,3434741
0,3434741
0,3434741
0,3434741
-0,4556723
-0,4556723
-0,4556723
-0,4556723
-0,4556723
-0,4556723
-0,4556723
-0,4556723
-0,4556723
-0,4556723
-0,4763353
-0,4763353
-0,4763353
-0,4763353
-0,4763353
-0,4763353
-0,4763353
-0,4763353
-0,4763353
-0,4763353
-0,2422427
-0,2422427
-0,2422427
-0,2422427
-0,2422427
-0,2422427
-0,2422427
-0,2422427
-0,2422427
-0,2422427
-0,155024
-0,155024
-0,155024
-0,155024
-0,155024
-0,155024
-0,155024
-0,155024
-0,155024
-0,155024
-0,1235439
-0,1235439
-0,1235439
-0,1235439
-0,1235439
-0,1235439
-0,1235439
-0,1235439
-0,1235439
-0,1235439
-0,0461781
-0,0461781
-0,0461781
-0,0461781
-0,0461781
-0,0461781
-0,0461781
-0,0461781
-0,0461781
-0,0461781
-0,3591054
-0,3591054
-0,3591054
-0,3591054
-0,3591054
-0,3591054
-0,3591054
-0,3591054
-0,3591054
-0,3591054
0,07024164
0,07024164
0,07024164
0,07024164
0,07024164
0,07024164
0,07024164
0,07024164
0,07024164
0,07024164
-0,2511589
-0,2511589
-0,2511589
-0,2511589
-0,2511589
-0,2511589
-0,2511589
-0,2511589
-0,2511589
-0,2511589
-0,2710764
-0,2710764
-0,2710764
-0,2710764
-0,2710764
-0,2710764
-0,2710764
-0,2710764
-0,2710764
-0,2710764
-0,2121969
-0,2121969
-0,2121969
